name,國,volume,所見名,註,occurrence,nameFreq
潘尪,楚,文公十六年傳，宣公十二年傳，成公十六年傳,師叔，潘尪,楚大夫,4,2
潘黨,楚,宣公十二年傳，成公十六年傳,潘黨，叔黨,潘尪之子叔黨,3,2
無駭,魯,隱公二年經，隱公二年傳，隱公八年經,無駭，司空無駭,魯卿；公子展之孫，始爲展氏,3,2
犁彌,齊,定公九年傳，定公十年傳,犁彌，彌,,3,2
狐毛,晉,僖公二十三年傳，僖公二十七年傳，僖公二十八年傳,毛，狐毛,,3,2
狐突,晉,閔公二年傳，僖公十年傳，僖公二十三年傳，昭公十三年傳,狐突，狐,伯行，重耳外祖父,4,2
王叔陳生,周,襄公五年傳，襄公十年傳,王叔陳生，王叔,周卿士；王卿士,4,2
王姬,周,莊公元年經，莊公二年經，僖公十七年傳,王姬，齊王姬,齊桓公夫人,3,2
王子伯廖,鄭,宣公六年傳,王子伯廖，伯廖,鄭大夫,2,2
王子佞夫,周,襄公三十年經，襄公三十年傳,佞夫，王子佞夫,周景王弟；周靈王子，景王弟,2,2
王子克,周,桓公十八年傳,王子克，子儀,周莊王弟,2,2
王子札,周,宣公十五年經，宣公十五年傳,王札子，王子捷,,2,2
王子牟,楚,襄公二十六年傳,王子牟，申公子牟,,2,2
王子虎,周,僖公二十八年傳，僖公二十九年傳，文公三年經，文公三年傳,王子虎，王叔文公,周王卿士,4,2
王子頹,周,莊公十九年傳，莊公二十年傳，莊公二十一年傳，莊公二十七年傳,子頹，王子頹,,4,2
王季子,周,宣公十年經，宣公十年傳，宣公十五年傳，成公元年傳，成公十一年傳,王季子，劉康公,公羊以爲天王之母弟,5,2
王孫彌庸,吳,哀公十三年傳,王孫彌庸，彌庸,,2,2
王孫由于,楚,定公四年傳，定公五年傳,王孫由于，由于,,3,2
王孫賈,衛,定公八年傳,王孫賈，賈,衛大夫,2,2
王猛,齊,定公九年傳,王猛，猛,,2,2
甘大夫襄,周,昭公九年傳,甘人，甘大夫襄,,2,2
甘平公,周,昭公十二年傳，昭公二十二年傳,鰌，甘平公,甘成公之孫；周卿士,2,2
甘悼公,周,昭公十二年傳,過，甘悼公,甘簡公弟,2,2
甘成公,周,昭公十二年傳,成，成公,,2,2
甯俞,衛,僖公二十八年傳，僖公三十年傳，僖公三十一年傳，文公四年經，文公四年傳，哀公二十六年傳,甯武子，甯俞,,7,2
甯速,衛,閔公二年傳，僖公二十六年經，僖公二十六年傳,甯莊子，甯速,衛大夫莊子,3,2
申亥,楚,昭公十三年傳,申亥，芋尹申亥,申無宇之子,2,2
申叔展,楚,宣公十二年傳,申叔展，叔展,楚大夫,2,2
申叔時,楚,宣公十一年傳，宣公十五年傳，成公二年傳，成公十五年傳，成公十六年傳,申叔時，其父,,5,2
申夜姑,魯,昭公二十五年傳,申夜姑，夜姑,季公鳥之臣,2,2
申無宇,楚,襄公三十年傳，昭公四年傳，昭公十一年傳，昭公十三年傳,申無宇，芋尹無宇,芋尹,4,2
申犀,楚,宣公十四年傳，宣公十五年傳,犀，申犀,申舟子,2,2
申鮮虞,齊,襄公二十三年傳，襄公二十五年傳，襄公二十七年傳,申鮮虞，鮮虞,,4,2
盧蒲嫳,齊,襄公二十七年傳，襄公二十八年傳，昭公三年傳,盧蒲嫳，嫳,,4,2
盧蒲癸,齊,襄公二十三年傳，襄公二十五年傳，襄公二十八年傳,盧蒲癸，癸,莊公黨,4,2
瞞成,衛,哀公十五年傳，哀公十六年經，哀公十六年傳,瞞成，子還成,司徒,3,2
石㚟,鄭,襄公十一年傳，襄公十三年傳，襄公二十二年傳,石㚟，石盂,鄭大宰,3,2
石乞,楚,哀公十六年傳,石乞，乞,勝之徒,2,2
石制,鄭,宣公十二年傳,石制，子服,,2,2
石圃,衛,襄公二十八年傳，哀公十七年傳，哀公十八年傳,圃，石圃,石惡從子；衛卿，石惡從子,3,2
石惡,衛,襄公十九年傳，襄公二十七年經，襄公二十八年經,悼子，石惡,,3,2
石碏,衛,隱公三年傳，隱公四年傳,石碏，石子,衛大夫,2,2
石買,衛,襄公十七年經，襄公十八年經，襄公十九年傳,石買，石共子,石稷子；衛行人,3,2
石速,周,莊公十九年傳,膳夫，石速,周大夫,2,2
祁勝,晉,昭公二十八年傳,祁勝，勝,祁盈家臣,2,2
祁午,晉,襄公三年傳，昭公元年傳，昭公五年傳,祁午，午,祁奚子,4,2
祁奚,晉,成公八年傳，成公十八年傳，襄公三年傳，襄公十六年傳，襄公二十一年傳,祁奚，祁大夫,,6,2
祁盈,晉,昭公二十八年傳,祁盈，盈,祁午之子,2,2
祝佗,衛,定公四年傳,祝佗，子魚,大祝子魚,2,2
祝史揮,衛,哀公二十五年傳,祝史揮，揮,,2,2
禮至,衛,僖公二十四年傳，僖公二十五年傳,禮至，二禮,衛大夫,2,2
秦姬,魯,昭公二十五年傳,秦遄之妻，秦姬,季公鳥之妹，秦姬,2,2
秦惠公,秦,哀公三年經，哀公四年經,秦伯，秦惠公,,2,2
穆后,周,昭公十五年傳,王穆后，穆后,周景王后，大子壽之母,2,2
穆姜,魯,襄公九年傳，襄公二十三年傳,姜，姜氏,,2,2
穿封戌,楚,襄公二十六年傳，昭公八年傳,穿封戌，戌,爲陳公,3,2
箕鄭,晉,文公七年傳，文公八年傳，文公九年經,箕鄭，箕鄭父,,3,2
管叔,周,襄公二十一年傳，昭公元年傳，定公四年傳,管，管叔,,4,2
籍談,晉,昭公五年傳，昭公十五年傳，昭公二十二年傳,籍談，籍父,,4,2
紀季姜,紀,桓公八年經，桓公九年經,王后，紀季姜,周桓王后,2,2
紀裂繻,紀,隱公二年經,紀裂繻，紀子帛,紀大夫,2,2
罕朔,鄭,昭公七年傳,馬師氏，罕朔,公孫鉏之子,2,2
羊舌赤,晉,襄公三年傳,赤，伯華,羊舌職之子伯華,2,2
聲子,蔡,襄公二十六年傳,聲子，歸生,子朝子,2,2
聲子,魯,隱公傳傳，隱公三年經,聲子，君氏,魯惠公繼室,2,2
胡子豹,胡,定公十五年經，定公十五年傳,胡子豹，胡子,,2,2
胥午,晉,襄公二十三年傳,胥午，午,,2,2
胥甲,晉,文公十二年傳，宣公元年經,胥甲，胥甲父,胥臣子,2,2
臧哀伯,魯,桓公二年傳,臧哀伯，臧孫達,臧僖伯子,2,2
臧堅,魯,襄公十七年傳,臧堅，堅,臧紇之族,2,2
臧昭伯,魯,昭公二十五年傳,臧昭伯，昭伯,臧爲子,2,2
臧會,魯,昭公二十五年傳,會，臧會,臧昭伯之弟,2,2
臧爲,魯,襄公二十三年傳,爲，臧爲,臧宣叔子,2,2
臧賈,魯,襄公十七年傳，襄公二十三年傳,臧賈，賈,臧紇之昆弟；臧宣叔子,3,2
舜,古人,僖公三十三年傳，文公十八年傳，昭公八年傳，昭公二十九年傳,舜，帝舜,,4,2
芋尹無宇,楚,昭公七年傳,芋尹無宇，無宇,,2,2
芋尹蓋,陳,哀公十五年傳,芋尹蓋，蓋,陳大夫,2,2
苑何忌,齊,昭公二十年傳，昭公二十一年傳，昭公二十六年傳,苑何忌，苑子,齊大夫,4,2
苗賁皇,楚,宣公十七年傳，成公十六年傳，襄公二十六年傳，昭公五年傳,苗賁皇，賁皇,鬥椒之子奔晉者,5,2
苫夷,魯,定公七年傳，定公八年傳,苫夷，苫越,季氏家臣,2,2
茅地,邾,昭公二十三年傳,茅地，地,邾大夫,2,2
莒子庚輿,莒,昭公二十三年經，昭公二十三年傳,莒子庚輿，庚輿,,2,2
莒子朱,莒,成公八年傳，成公十四年經,渠丘公，莒子朱,,2,2
華元,宋,文公十六年傳，宣公二年經，宣公十四年傳，宣公十五年傳，成公二年傳，成公四年NA，成公五年傳，成公八年經，成公十一年傳，成公十二年傳，成公十五年經，成公十六年經，成公十八年傳，襄公元年經，襄公二年經,華元，元,華督曾孫，右師,16,2
華合比,宋,昭公六年經，昭公六年傳,華合比，合比,,2,2
華多僚,宋,昭公二十一年傳,華多僚，多僚,華費遂子,2,2
華寅,衛,昭公二十年傳,華寅，寅,,2,2
華父督,宋,桓公元年傳，桓公二年經,華父督，宋督,宋戴公孫,2,2
華豹,宋,昭公二十一年傳,華豹，豹,呂封人,2,2
華費遂,宋,昭公四年傳，昭公二十年傳，昭公二十一年傳,華費遂，司馬,大司馬華氏族,4,2
華還,齊,襄公二十三年傳,華還，華周,齊大夫,2,2
萇弘,周,昭公十一年傳，昭公十七年傳，昭公十八年傳，昭公二十三年傳，昭公二十四年傳，定公元年傳，定公四年傳，哀公三年傳,萇弘，萇叔,周大夫,9,2
葉公諸梁,楚,定公五年傳，哀公四年傳,葉公諸梁，葉公,沈尹戌之子葉公子高；楚大夫,3,2
董安于,晉,定公十三年傳，定公十四年傳,董安于，安于,趙氏臣,4,2
董成,隨,桓公六年傳，桓公八年傳,董成，隨少師,隨少師,2,2
董狐,晉,宣公二年傳,大史，董狐,,2,2
蒲餘侯,莒,昭公十四年傳,蒲餘侯，蒲餘侯茲夫,莒大夫茲夫,2,2
蔡叔,周,襄公二十一年傳，昭公元年傳，定公四年傳,蔡，蔡叔,,3,2
蔡宣公,蔡,隱公八年經,蔡侯考父，蔡宣公,,2,2
蔡文公,蔡,宣公十七年經,蔡侯申，蔡文公,,2,2
蔡桓侯,蔡,桓公十七年經，桓公十七年傳,蔡侯封人，蔡桓侯,,2,2
蔡莊侯,蔡,襄公二十年傳，定公四年傳,先君，甲午,名甲午,2,2
薛惠公,薛,哀公十年經,薛伯夷，薛惠公,,2,2
薛獻公,薛,昭公三十一年經,薛伯穀，薛獻公,,2,2
薛襄公,薛,定公十二年經,薛伯定，薛襄公,,2,2
薳啓彊,楚,襄公二十四年傳，昭公元年傳，昭公四年傳，昭公五年傳，昭公七年傳,薳啓彊，大宰薳啓彊,,5,2
薳固,楚,哀公十八年傳,工尹，薳固,,2,2
蘇子,周,莊公十九年傳，文公十年經,蘇氏，蘇子,周大夫；周卿士,3,2
蘧富獵,宋,定公十年傳,蘧富獵，獵,,2,2
虢仲,虢,桓公十年傳,虢仲，虢公,,2,2
虢公,虢,隱公三年傳，隱公五年傳，莊公十六年傳，莊公十八年傳，莊公二十年傳，莊公二十一年傳，莊公二十七年傳，莊公三十年傳，閔公二年傳，僖公二年傳,虢公，虢叔,周卿士,10,2
虢公林父,虢,桓公五年傳，桓公八年傳,虢公林父，虢仲,王卿士,2,2
衛共姬,衛,僖公十七年傳,長衛姬，衛共姬,齊桓公如夫人,2,2
衛康叔,衛,僖公三十一年傳，襄公二十九年傳，昭公七年傳，昭公八年傳，定公四年傳，定公六年傳，哀公二年傳,康叔，衛康叔,周公弟,7,2
衛穆公,衛,成公二年經，成公二年傳，成公三年經,衛侯速，衛穆公,,3,2
裔款,齊,昭公二十年傳,裔款，款,齊嬖大夫,2,2
裨竈,鄭,襄公二十八年傳，襄公三十年傳，昭公九年傳，昭公十年傳，昭公十七年傳，昭公十八年傳,裨竈，竈,,7,2
襄夫人,周,文公十六年傳,襄夫人，夫人王姬,宋襄公夫人，鮑適祖母,2,2
解張,晉,成公二年傳,解張，張侯,,2,2
許元公,許,哀公十三年經,許男成，許元公,,2,2
許悼公,許,昭公十九年經,買，許悼公,,2,2
許昭公,許,宣公十七年經,許男錫我，許昭公,,2,2
許爲,衛,哀公十六年傳,許公爲，許爲,,2,2
詹嘉,晉,文公十三年傳，成公元年傳,詹嘉，瑕嘉,晉大夫,2,2
語,鄭,桓公十四年經，桓公十四年傳,語，子人,鄭厲公弟,2,2
諸御鞅,齊,哀公十四年傳,諸御鞅，鞅,齊大夫,2,2
豎牛,魯,昭公四年傳，昭公五年傳,牛，豎牛,,4,2
豐施,鄭,昭公七年傳,豐施，施,公孫段之子,2,2
費無極,楚,昭公十五年傳，昭公十九年傳，昭公二十年傳，昭公二十一年傳，昭公二十七年傳,費無極，無極,大子少師,10,2
賈,楚,文公十六年傳，宣公元年傳，宣公四年傳,賈，伯嬴,,4,2
賈辛,晉,昭公二十二年傳，昭公二十八年傳,賈辛，辛,,3,2
賓起,周,昭公二十二年傳,賓起，賓孟,子朝之傅,2,2
越俘,越,襄公二十九年傳，襄公三十一年傳,越俘，閽,爲吳閽，殺餘祭,2,2
趙姬,晉,僖公二十四年傳，宣公二年傳,趙姬，君姬氏,晉文公女；晉文公女、成公姊,2,2
趙旃,晉,宣公十二年傳，成公三年傳，成公十三年傳,趙旃，趙傁,趙穿子,4,2
趙景子,晉,昭公五年傳，昭公七年傳，昭公九年傳,趙成，趙景子,,3,2
趙朔,晉,宣公八年傳，宣公十二年傳,趙朔，趙莊子,趙盾之子,3,2
趙穿,晉,文公十二年傳，文公十七年傳，宣公元年經，宣公二年傳,穿，趙穿,趙夙庶孫，晉君之婿,5,2
趙羅,晉,哀公二年傳,趙羅，羅,晉大夫,2,2
趙莊姬,晉,成公四年傳，成公八年傳,趙莊姬，姬氏,趙朔妻，朔，趙盾子；晉成公女,3,2
轅濤塗,陳,僖公四年經，僖公五年傳，僖公七年傳，僖公二十九年傳,轅濤塗，轅宣仲,,4,2
逢丑父,齊,成公二年傳,逢丑父，丑父,,2,2
邯鄲午,晉,定公十年傳，定公十三年傳,邯鄲午，午,晉邯鄲大夫,4,2
邴洩,魯,哀公十一年傳,邴洩，洩,,2,2
邾儀父,邾,桓公十七年經，莊公十六年經,邾儀父，邾子克,名克,2,2
邾子克,邾,隱公元年經，隱公元年傳,邾儀父，邾子克,,2,2
邾定公,邾,文公十四年傳,定公，貜且,,2,2
邾宣公,邾,成公十八年經，成公十八年傳，襄公元年經，襄公十六年經，襄公十六年傳，襄公十七年經,邾子，邾宣公,,6,2
邾文公,邾,僖公十九年傳，文公十三年經，文公十三年傳，文公十四年傳,邾文公，邾子籧篨,,4,2
郤毅,晉,成公十三年傳，成公十六年傳,郤毅，步毅,郤至弟,2,2
郤犨,晉,成公十一年經，成公十四年傳，成公十六年經，成公十七年經，成公十七年傳,郤犨，苦成叔,郤克從父兄弟,6,2
郤縠,晉,僖公二十七年傳，僖公二十八年傳，昭公十三年傳,郤縠，郤,,3,2
郤缺,晉,僖公三十三年傳，文公七年傳，文公十一年經，文公十二年傳，文公十三年傳，文公十五年經，宣公八年傳，宣公九年經，宣公十一年傳，襄公三十年傳,郤缺，郤成子,,10,2
郤芮,晉,僖公六年傳，僖公九年傳，僖公十年傳，僖公二十四年傳,郤芮，郤,,5,2
郭重,魯,哀公二十五年傳,郭重，重,,2,2
鄔臧,晉,昭公二十八年傳,鄔臧，臧,祁盈家臣,2,2
鄢將師,楚,昭公二十七年傳,鄢將師，將師,,2,2
鄢武子,衛,哀公十六年傳,鄢武子，肸,衛大夫肸,2,2
鄫世子巫,鄫,襄公五年經，襄公五年傳,鄫世子巫，鄫大子,,2,2
鄭,晉,僖公九年傳，僖公十年傳，僖公十一年經,鄭，鄭父,晉大夫,3,2
鄭丘緩,晉,成公二年傳,鄭丘緩，緩,,2,2
鄭伯,鄭,莊公二十七年經，僖公元年經，僖公四年經，僖公五年經，僖公七年傳，僖公八年經，僖公九年經，僖公十三年經，僖公十五年經，僖公十六年經，僖公十八年傳，宣公七年經，宣公十一年經，宣公十二年傳，宣公十四年傳，成公二年傳，成公十二年傳，成公十三年經，成公十四年傳，成公十五年經，襄公三年經，襄公五年經，襄公十六年經，襄公十八年經，襄公二十年經，襄公二十一年經，襄公二十二年經，襄公二十四年經，襄公二十五年經，襄公二十六年傳，襄公二十七年傳，襄公二十八年傳，襄公二十九年傳，襄公三十年傳，襄公三十一年傳，昭公元年傳，昭公三年傳，昭公四年經，昭公五年傳，昭公六年傳，昭公七年傳，昭公八年傳，昭公十年傳，昭公十二年傳，昭公十三年經，昭公十六年傳，昭公二十四年傳，定公四年經，定公七年經，定公八年經，哀公十五年經,鄭伯，寡君,,53,2
鄭姬,陳,昭公八年傳,陳哀公元妃，鄭姬,,2,2
鄭桓公,鄭,莊公十四年傳，宣公十二年傳，昭公十六年傳,桓公，桓,,3,2
鄭獻公,鄭,定公九年經,鄭伯蠆，鄭獻公,,2,2
醫和,秦,昭公元年傳,醫和，和,,2,2
里克,晉,閔公二年傳，僖公二年傳，僖公八年傳，僖公九年經，僖公十年經，昭公四年傳,里克，里,晉大夫,6,2
鍼宜咎,陳,襄公二十四年經，昭公四年傳,鍼宜咎，箴尹宜咎,陳鍼子八世孫；本陳大夫，襄二十三年奔楚,2,2
鍾儀,楚,成公七年傳，成公九年傳,鄖公鍾儀，鍾儀,,3,2
長魚矯,晉,成公十七年傳,長魚矯，矯,,2,2
閔馬父,魯,襄公二十三年傳，昭公十八年傳，昭公二十二年傳，昭公二十六年傳,閔子馬，閔馬父,,4,2
闞止,齊,哀公六年傳，哀公十四年傳,闞止，子我,陽生家臣子我；子我,3,2
陳共公,陳,文公元年傳，文公二年經，宣公元年傳,陳共公，陳侯,,3,2
陳常,齊,莊公二十二年傳，哀公十四年傳,成子，陳成子,敬仲八世孫,3,2
陳書,齊,哀公十一年傳,書，陳書,子占，陳僖子弟,2,2
陳武子,齊,昭公二十六年傳,陳武子，子彊,,2,2
陳穆公,陳,僖公十九年傳，僖公二十一年經,陳穆公，陳侯,,2,2
陳豹,齊,哀公十四年傳,陳豹，豹,陳氏族,2,2
陽令終,楚,昭公二十七年傳,陽令終，中廄尹,陽匄子,2,2
隗氏,狄,僖公二十四年傳,狄女，隗氏,周襄王所立狄后,2,2
雍姞,宋,桓公十一年傳,宋雍氏女，雍姞,鄭莊公妃,2,2
靈不緩,宋,哀公二十六年傳,靈不緩，左師,子靈圍龜之後,2,2
鞏簡公,周,昭公二十二年傳，定公元年傳，定公二年傳,鞏簡公，簡公,周卿士,3,2
韓無忌,晉,成公十八年傳，襄公七年傳,韓無忌，穆子,韓厥子；韓厥長子無忌；爲晉公族大夫,3,2
須,宋,文公十六年傳，文公十八年傳，宣公三年傳,須，司城須,宋文公母弟；宋文公弟,3,2
顏涿聚,齊,哀公二十三年傳，哀公二十七年傳,顏庚，顏涿聚,齊大夫,2,2
顏羽,魯,哀公十一年傳,顏羽，子羽,,2,2
養由基,楚,宣公十二年傳，成公十六年傳，襄公十三年傳，襄公十五年傳,養由基，養叔,宮廄尹,5,2
餘祭,吳,襄公二十九年經，襄公三十一年傳,吳子，戴吳,,2,2
馬師頡,鄭,襄公三十年傳,馬師頡，羽頡,子羽孫,2,2
高傒,齊,莊公九年傳，莊公二十二年經，襄公二十九年傳,高傒，敬仲,齊卿高敬仲,3,2
高厚,齊,襄公六年傳，襄公八年傳，襄公十年傳，襄公十六年傳，襄公十七年經，襄公十九年經,高厚，高子,,7,2
高哀,宋,文公十四年經，文公十四年傳,子哀，高哀,,2,2
高彊,齊,昭公二年傳，定公十三年傳，定公十四年傳,彊，高彊,子尾之子,3,2
高柴,衛,哀公十七年傳,高柴，季羔,,2,2
高渠彌,鄭,桓公五年傳，桓公十七年傳，桓公十八年傳,高渠彌，高伯,,4,2
高無㔻,齊,哀公十一年傳，哀公十五年經，哀公二十三年傳,高無㔻，高子,,4,2
鬥伯比,楚,桓公六年傳，桓公八年傳，桓公十三年傳，宣公四年傳,鬥伯比，伯比,,4,2
鬥巢,楚,定公四年傳，定公五年傳,巢，鬥巢,鬥辛弟,2,2
鬥廉,楚,桓公九年傳，桓公十一年傳，莊公三十年傳,鬥廉，鬥射師,,3,2
鬻拳,楚,莊公十九年傳,鬻拳，大伯,楚大閽,2,2
魏壽餘,晉,文公十三年傳,魏壽餘，壽餘,畢萬之後,2,2
魏戊,晉,昭公二十八年傳,魏戊，戊,魏舒庶子,2,2
魏曼多,晉,定公十三年傳，哀公七年經，哀公十三年經,魏襄子，魏曼多,魏舒孫,4,2
魏犨,晉,僖公二十三年傳，僖公二十七年傳，僖公二十八年傳，宣公十五年傳，昭公十三年傳,魏武子，魏犨,魏顆之父,5,2
魏相,晉,成公十三年傳，成公十八年傳,呂相，魏相,魏錡子,2,2
魯僖公,魯,閔公二年傳，僖公三十三年傳，文公元年經，文公二年經，文公九年經，定公四年傳，定公八年傳,僖公，申,閔公庶兄,7,2
魯惠公,魯,隱公傳傳，隱公元年經，隱公二年傳，哀公二十四年傳,惠公，惠,,4,2
魯武公,魯,桓公六年傳，哀公二十四年傳,武，武公,敖,2,2
魯煬公,魯,定公元年經，定公元年傳,煬，煬公,伯禽之子,2,2
鮑牧,齊,哀公六年傳，哀公八年傳,鮑牧，鮑子,鮑國孫,3,2
鱄,衛,成公十四年傳，襄公十四年傳，襄公二十六年傳，襄公二十七年經，襄公二十七年傳，哀公二十六年傳,鱄，子鮮,衎之母弟；衛獻公母弟；子鮮,7,2
黑背,衛,成公十年經，成公十年傳,黑背，子叔黑背,衛侯之弟,2,2
鼓子鳶鞮,鼓,昭公十五年傳，昭公二十二年傳,鼓子鳶鞮，鼓子,,3,2
齊丁公,齊,昭公三年傳，昭公十二年傳,丁公，呂級,齊大公子丁公，本亦作伋,2,2
齊姜,齊,襄公二年經，襄公二年傳,夫人姜氏，姜氏,,2,2
齊惡,衛,昭公元年經，昭公元年傳，昭公七年傳,齊惡，齊子,,3,2
齊歸,胡,襄公三十一年傳，昭公十一年經,齊歸，夫人歸氏,敬歸之娣；魯昭公母,2,2
㔻鄭,晉,昭公四年傳,㔻,,1,1
䢵子,䢵,宣公四年傳,䢵子,,1,1
䢵子之女,䢵,宣公四年傳,䢵子之女,鬥伯比所淫者,1,1
上之登,齊,襄公二十三年傳,上之登,,1,1
不狃,魯,定公五年傳,不狃,,1,1
不穀,楚,襄公十八年傳,不穀,,1,1
不窋,古人,文公二年傳,不窋,,1,1
且姚,吳,哀公十二年傳,且姚,吳行人,1,1
世叔儀,衛,襄公二十九年經,世叔儀,,1,1
世叔申,衛,昭公三十二年經,世叔申,世叔儀孫,1,1
世子般,蔡,襄公三十年經,世子般,,1,1
乾,蔡,定公四年傳,乾,蔡昭侯子,1,1
五鹿野人,衛,僖公二十三年傳,五鹿野人,,1,1
井伯,虞,僖公五年傳,井伯,,1,1
亞圉,古人,昭公七年傳,亞圉,周之先,1,1
亥,衛,哀公二十五年傳,司寇亥,,1,1
仇牧,宋,莊公十二年經,仇牧,,1,1
介之推,晉,僖公二十四年傳,介之推,晉文公微臣,1,1
介之推母,晉,僖公二十四年傳,介之推母,,1,1
介葛盧,介,僖公二十九年經,介葛盧,,1,1
仍叔,周,桓公五年經,仍叔,天子之大夫,1,1
仍叔之子,周,桓公五年經,仍叔之子,,1,1
仲佗,宋,定公十年經，定公十一年經,仲佗,仲幾子,2,1
仲叔于奚,衛,成公二年傳,仲叔于奚,,1,1
仲堪,古人,文公十八年傳,仲堪,,1,1
仲嬰齊,魯,成公十五年經,仲嬰齊,東門襄仲子，公孫歸父弟,1,1
仲子,宋,襄公十九年傳,仲子,,1,1
仲容,古人,文公十八年傳,仲容,,1,1
仲山甫,古人,宣公二年傳,仲山甫,,1,1
仲幾,宋,昭公二十二年傳，昭公二十五年傳，昭公三十二年經，定公元年經,仲幾,仲江孫,4,1
仲梁懷,魯,定公五年傳,仲梁懷,季氏家臣,1,1
仲江,宋,襄公十四年傳,仲江,公孫師之子,1,1
仲熊,古人,文公十八年傳,仲熊,,1,1
仲章,潞,宣公十五年傳,仲章,,1,1
仲虺,古人,宣公十二年傳，襄公十四年傳，襄公三十年傳，定公元年傳,仲虺,湯左相，薛之祖奚仲之後；湯左相,4,1
仲行,秦,文公六年傳,仲行,子車氏之三子,1,1
仲雍,古人,哀公七年傳,仲雍,,1,1
伊尹,古人,襄公二十一年傳,伊尹,,1,1
伏羲,古人,僖公二十一年傳,大皞,,1,1
伯,宋,哀公十七年傳,伯,非我兄,1,1
伯嘉,羅,桓公十二年傳,伯嘉,羅大夫,1,1
伯因,古人,襄公四年傳,伯因,,1,1
伯奮,古人,文公十八年傳,伯奮,,1,1
伯嬴,楚,僖公二十七年傳,賈,孫叔敖之父,1,1
伯子同氏,晉,成公十八年傳,伯子同氏,晉大夫,1,1
伯宗,宋,成公十五年傳,伯宗,,1,1
伯宗,晉,宣公十五年傳，成公五年傳，成公六年傳,伯宗,晉大夫,3,1
伯宗妻,宋,成公十五年傳,其妻,,1,1
伯封,古人,昭公二十八年傳,伯封,謂之封豕,1,1
伯州犁,宋,成公十五年傳,伯州犁,伯宗子,1,1
伯州犁,晉,成公十六年傳,伯州犁,時爲楚大宰,1,1
伯戲,古人,昭公三年傳,伯戲,,1,1
伯明,古人,襄公四年傳,伯明,,1,1
伯服,周,僖公二十四年傳,伯服,周大夫,1,1
伯氏,宋,襄公九年傳,伯氏,司里,1,1
伯石,鄭,襄公二十九年傳,伯石,,1,1
伯與,周,成公十一年傳,伯與,周卿士,1,1
伯華,晉,襄公二十一年傳，昭公五年傳,伯華,叔向兄,2,1
伯虎,古人,文公十八年傳,伯虎,,1,1
伯蠲,鄭,成公九年傳,伯蠲,,1,1
伯賁,楚,襄公二十六年傳,伯賁,,1,1
伯車,秦,成公十三年傳，襄公二十五年傳,伯車,秦桓公子；秦伯之弟鍼,2,1
伯輿,周,襄公十年傳,伯輿,王卿士,1,1
伯顏莊叔,魯,襄公二十九年傳,伯顏莊叔,,1,1
伯鯈,古人,宣公三年傳,伯鯈,南燕祖,1,1
伯鯈,晉,僖公二十三年傳,伯鯈,,1,1
佗,楚,昭公二十七年傳,佗,陽令終弟,1,1
佚之狐,鄭,僖公三十年傳,佚之狐,鄭大夫,1,1
侍人僚柤,魯,昭公二十五年傳,侍人僚柤,,1,1
侍者,楚,昭公十九年傳,侍者,沈尹戌侍者,1,1
侍者,鄭,襄公七年傳,侍者,鄭僖公侍者,1,1
侯叔夏,魯,文公十一年傳,侯叔夏,,1,1
侯宣多,鄭,僖公二十四年傳，僖公三十年傳，文公十七年傳，宣公三年傳,侯宣多,鄭大夫,4,1
侯晉,鄭,襄公十年傳,侯晉,,1,1
侯朝,齊,襄公二十三年傳,侯朝,,1,1
侯獳,曹,僖公二十八年傳,侯獳,曹伯之竪,1,1
侯獳,鄭,成公十七年傳,侯獳,,1,1
侯羽,鄭,成公七年傳,侯羽,鄭大夫,1,1
修,古人,昭公二十九年傳,修,少皞氏四叔,1,1
倚相,楚,昭公十二年傳,左史倚相,楚史,1,1
偃州員,吳,昭公二十一年傳,偃州員,吳大夫,1,1
偪姞,偪,文公六年傳,偪姞,襄公母,1,1
偪陽子,偪陽,襄公十年傳,偪陽子,,1,1
傅傁,晉,哀公二年傳,傅傁,趙鞅屬大夫,1,1
傅摯,齊,襄公二十三年傳,傅摯,申鮮虞之子,1,1
傅瑕,鄭,莊公十四年傳,傅瑕,鄭大夫,1,1
僂堙,齊,襄公二十五年傳,僂堙,,1,1
僕人,晉,襄公三年傳,僕人,晉侯御僕,1,1
僕展,鄭,襄公三十年傳,僕展,鄭大夫,1,1
僖負羈,曹,僖公二十三年傳，僖公二十八年傳,僖負羈,,2,1
僖負羈之妻,曹,僖公二十三年傳,僖負羈之妻,,1,1
僚安,晉,昭公二十八年傳,僚安,,1,1
儀楚,徐,昭公六年傳,儀楚,徐大夫,1,1
儋翩,周,定公六年傳，定公七年傳,儋翩,王子朝餘黨,2,1
優狡,衛,哀公二十五年傳,優狡,俳優,1,1
允格,古人,昭公元年傳,允格,昧之子,1,1
元,蔡,定公三年傳,元,蔡昭侯子,1,1
元,衛,昭公七年傳,元,孟縶弟,1,1
元公之孫,鄭,哀公十二年傳,元公之孫,,1,1
元咺,衛,僖公二十八年經，僖公三十年經,元咺,,2,1
先丹木,晉,閔公二年傳,先丹木,,1,1
先仆,晉,文公三年傳,先仆,,1,1
先克,晉,文公七年傳，文公八年傳，文公九年傳,先克,,3,1
先友,晉,閔公二年傳,先友,,1,1
先茅,晉,僖公三十三年傳,先茅,,1,1
先辛,晉,宣公元年傳,先辛,胥甲之屬大夫,1,1
先都,晉,文公七年傳，文公八年傳，文公九年經,先都,,3,1
